energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode,type,uri
0.711,0.971,131.813,0.0896,0.103,0.0,4,0.711,4,156371,-5.691,0.743,1,audio_features,spotify:track:5fY9bVl1Wj4PIM3wnduWop
0.877,0.343,118.889,0.198,0.469,0.0,4,0.637,4,175219,-3.68,0.691,0,audio_features,spotify:track:6QwFUcPc5nhsqZuhXUYtV7
0.664,0.331,124.991,0.0382,0.361,0.0,4,0.707,2,179165,-5.042,0.674,1,audio_features,spotify:track:72xB2J9ZeBl0Rzxq2XmzdY
0.55,0.182,154.064,0.0587,0.249,8.17e-06,4,0.832,5,152784,-7.026,0.881,0,audio_features,spotify:track:5F8ffc8KWKNawllr5WsW0r
0.932,0.873,126.931,0.0375,0.41,0.0,4,0.805,2,215767,-1.151,0.916,1,audio_features,spotify:track:1MmS7UIy3J1BTxfGCRvVqN
0.819,0.36,139.988,0.0446,0.0726,0.0,4,0.737,11,157929,-5.056,0.904,0,audio_features,spotify:track:7vpGKEUPrA4UEsS4o4W1tP
0.82,0.621,76.471,0.243,0.589,0.0,4,0.565,5,224002,-5.031,0.604,0,audio_features,spotify:track:5q0NlM6Pm8Pp3orq7zGiRn
0.675,0.106,92.678,0.484,0.501,0.0,5,0.558,8,168800,-4.564,0.769,1,audio_features,spotify:track:1AfNdxHdE4OLcnQUyC6j3i
0.943,0.965,124.984,0.0456,0.0486,0.0,4,0.741,1,180736,-1.401,0.725,1,audio_features,spotify:track:5n8Y78Pl5q8lqS7sJP61qw
0.84,0.678,103.851,0.0299,0.329,0.0,4,0.643,7,183073,-4.21,0.364,1,audio_features,spotify:track:2uhBCMHwS3SATOHIgM2KPF
0.845,0.213,146.105,0.0973,0.49,0.0,4,0.49,2,159164,-3.359,0.548,1,audio_features,spotify:track:1U3tv41tFRgOfbytpuYQrR
0.346,0.0945,102.374,0.368,0.86,2.02e-06,5,0.579,0,155125,-13.975,0.741,0,audio_features,spotify:track:67mqU3FeErlvWwsxnMfvQo
