energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode,type,uri
0.726,0.0201,135.07,0.218,0.499,0.000272,4,0.923,2,149394,-2.329,0.702,1,audio_features,spotify:track:4TEQ8zRCevdtZcUXBoNzEU
0.723,0.13,106.566,0.288,0.27,2.06e-06,5,0.808,0,162000,-5.109,0.715,1,audio_features,spotify:track:266rVCa2wNYaC9wQKUFnhl
0.902,0.0729,135.078,0.112,0.613,0.0,4,0.906,8,188688,-2.359,0.949,1,audio_features,spotify:track:0boOOvI93wusT5MK7B4TPi
0.789,0.0239,150.098,0.142,0.287,0.0,4,0.825,5,163268,-3.769,0.807,0,audio_features,spotify:track:7h211Fzp4G2ikzoz0ycb5z
0.381,0.0779,150.038,0.085,0.352,3e-05,4,0.816,3,129117,-6.553,0.747,0,audio_features,spotify:track:3Xszm1x0KFGrz4rt1AOqyV
0.902,0.151,169.532,0.367,0.724,0.000119,4,0.564,11,142500,-6.187,0.598,1,audio_features,spotify:track:2tLr1lKnS3mBsGaGDGXEdm
0.433,0.0898,65.637,0.117,0.679,0.0,4,0.728,4,154644,-4.911,0.561,1,audio_features,spotify:track:5jnba1fjngGSnlpNDv96RF
0.499,0.153,135.022,0.0593,0.692,0.000106,4,0.872,10,126222,-8.857,0.922,1,audio_features,spotify:track:74hcRP9VKn27FGAADeTxKE
0.583,0.0589,86.097,0.243,0.475,1.49e-05,5,0.679,1,167476,-2.485,0.439,1,audio_features,spotify:track:3iXS4gTlZSQ9ITTm6lSgQN
0.582,0.0764,149.985,0.273,0.284,2.98e-05,4,0.809,2,161000,-6.402,0.673,1,audio_features,spotify:track:2AdqHUGyz3jRfAPkYbKWel
0.902,0.0694,149.987,0.0563,0.0155,0.000383,4,0.672,7,172852,-4.1,0.863,1,audio_features,spotify:track:2yUZP1HCKE1YjqPrHXaNOT
0.995,0.099,150.089,0.235,0.428,0.854,4,0.87,1,128024,-0.235,0.716,1,audio_features,spotify:track:524rv0kRPDNkP0zGVMIko0
0.681,0.202,150.147,0.282,0.0762,4.01e-05,4,0.761,10,141887,-8.423,0.578,0,audio_features,spotify:track:5OcGHVxZtfbrZ2uWi3nXJj
