energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode,type,uri
0.706,0.133,128.03,0.0433,0.0141,0.00568,4,0.742,0,230747,-4.6,0.478,0,audio_features,spotify:track:2Qu4snHWjiF1bIIggf3R8i
0.767,0.562,134.851,0.0639,0.238,0.0,4,0.751,5,176973,-6.477,0.56,0,audio_features,spotify:track:4mWmOPT9SIWWSJxc4qT7If
0.924,0.0851,87.96,0.0759,0.0166,0.0,4,0.584,11,222740,-3.089,0.543,0,audio_features,spotify:track:5psoxZpBVWS27k9Fngaes9
0.672,0.112,125.042,0.0283,4.62e-05,0.00225,4,0.725,5,215200,-5.353,0.777,0,audio_features,spotify:track:5UWB4UcasxL1TFZiAXegAw
0.95,0.141,133.028,0.069,0.359,3.99e-05,4,0.891,6,163568,-3.956,0.965,1,audio_features,spotify:track:59LD1epqw721Bt4aPuYaRk
0.777,0.121,132.722,0.0397,0.0261,0.000358,4,0.796,6,258893,-4.81,0.787,1,audio_features,spotify:track:4wH4dJgrsxONID6KS2tDQM
0.844,0.0723,113.324,0.0334,0.25,0.000678,4,0.788,2,251240,-3.131,0.382,1,audio_features,spotify:track:6ic8OlLUNEATToEFU3xmaH
0.635,0.133,94.948,0.0386,0.00232,0.0,4,0.599,6,185787,-7.483,0.579,0,audio_features,spotify:track:43WEyRQ5brWnDooBzXVy1A
0.958,0.343,175.084,0.0603,0.000145,0.864,4,0.328,11,351086,-3.558,0.436,0,audio_features,spotify:track:0OS7gsqsYZvFYjYM6SgZMk
0.88,0.417,115.998,0.0433,0.00379,0.00351,4,0.737,6,316813,-6.449,0.329,1,audio_features,spotify:track:27QvYgBk0CHOVHthWnkuWt
0.824,0.0748,149.836,0.293,0.225,0.00113,4,0.856,2,137624,-4.504,0.677,1,audio_features,spotify:track:7yfVmOVRrstIgkNPz45tAJ
0.924,0.537,151.99,0.064,0.0271,3.32e-06,4,0.558,9,186827,-4.341,0.567,0,audio_features,spotify:track:2E43WFS4rRc09za2r2GmZl
0.939,0.112,116.025,0.0478,0.0442,0.0,4,0.564,0,221947,-4.278,0.613,1,audio_features,spotify:track:459h0Mh30C82Z1lhk41yYK
0.705,0.202,131.951,0.0665,0.0228,0.0,4,0.693,8,237947,-5.747,0.45,1,audio_features,spotify:track:38iU2jg98IZZEIJPrP7aWD
0.841,0.0568,149.994,0.147,0.46,9.12e-05,4,0.888,6,120200,-1.933,0.964,1,audio_features,spotify:track:14kRWkCWBYfQqILflEcpSJ
0.809,0.0899,81.47,0.144,0.0397,0.0,4,0.412,9,208941,-3.66,0.254,0,audio_features,spotify:track:6yMbAjgCa3xK8SUnKWG72p
0.735,0.0778,92.039,0.231,0.126,0.0,4,0.777,11,156522,-2.108,0.713,1,audio_features,spotify:track:161tk6AjNHvS8LC7Y4MHur
0.651,0.174,129.607,0.0589,0.0197,5.31e-05,4,0.377,4,219742,-5.437,0.0851,0,audio_features,spotify:track:2ogKhhoMClkFXek7ZgxAhN
